,COUNTY,JUDGES,CITY
0,"Superior Court of California, County of Alameda",Sandra K. Bean,Alameda
1,"Superior Court of California, County of Alameda",Gail Brewster Bereola,Alameda
2,"Superior Court of California, County of Alameda",Jacob Blea III,Alameda
3,"Superior Court of California, County of Alameda",Jeffrey S. Brand,Alameda
4,"Superior Court of California, County of Alameda",Kimberly M. Briggs,Alameda
5,"Superior Court of California, County of Alameda",Carol S. Brosnahan,Alameda
6,"Superior Court of California, County of Alameda",Rhonda Burgess,Alameda
7,"Superior Court of California, County of Alameda",Wynne S. Carvill,Alameda
8,"Superior Court of California, County of Alameda",Arturo Castro,Alameda
9,"Superior Court of California, County of Alameda",Somnath Raj Chatterjee,Alameda
10,"Superior Court of California, County of Alameda",Jason B. Chin,Alameda
11,"Superior Court of California, County of Alameda",C. Don Clay,Alameda
12,"Superior Court of California, County of Alameda",Jason Anthony Clay,Alameda
13,"Superior Court of California, County of Alameda",Kimberly E. Colwell,Alameda
14,"Superior Court of California, County of Alameda",James P Cramer,Alameda
15,"Superior Court of California, County of Alameda","Armando G. Cuellar, Jr.",Alameda
16,"Superior Court of California, County of Alameda",Paul A. Delucchi,Alameda
17,"Superior Court of California, County of Alameda",Tara M. Desautels,Alameda
18,"Superior Court of California, County of Alameda",Barbara A. Dickinson,Alameda
19,"Superior Court of California, County of Alameda",Leopoldo E. Dorado,Alameda
20,"Superior Court of California, County of Alameda",Tara M. Flanagan,Alameda
21,"Superior Court of California, County of Alameda",Margaret Fujioka,Alameda
22,"Superior Court of California, County of Alameda",Michael J. Gaffey,Alameda
23,"Superior Court of California, County of Alameda",Lupe C. Garcia,Alameda
24,"Superior Court of California, County of Alameda",Delbert C. Gee,Alameda
25,"Superior Court of California, County of Alameda",Evelio M. Grillo,Alameda
26,"Superior Court of California, County of Alameda",Brenda Fay Harbin-Forte,Alameda
27,"Superior Court of California, County of Alameda",Dennis W. Hayashi,Alameda
28,"Superior Court of California, County of Alameda",Paul D. Herbert,Alameda
29,"Superior Court of California, County of Alameda",Stuart L. Hing,Alameda
30,"Superior Court of California, County of Alameda",Allan D. Hymer,Alameda
31,"Superior Court of California, County of Alameda",Scott Jackson,Alameda
32,"Superior Court of California, County of Alameda",Morris D. Jacobson,Alameda
33,"Superior Court of California, County of Alameda",Ursula M. Jones Dickson,Alameda
34,"Superior Court of California, County of Alameda",Stephen D. Kaus,Alameda
35,"Superior Court of California, County of Alameda",Victoria Kolakowski,Alameda
36,"Superior Court of California, County of Alameda",Jo-Lynne Q. Lee,Alameda
37,"Superior Court of California, County of Alameda",Ronni B. MacLaren,Alameda
38,"Superior Court of California, County of Alameda",Jennifer Madden,Alameda
39,"Superior Court of California, County of Alameda",Michael M. Markman,Alameda
40,"Superior Court of California, County of Alameda",Mark A. McCannon,Alameda
41,"Superior Court of California, County of Alameda",Robert D. McGuiness,Alameda
42,"Superior Court of California, County of Alameda",Dennis J. McLaughlin,Alameda
43,"Superior Court of California, County of Alameda",Kevin R. Murphy,Alameda
44,"Superior Court of California, County of Alameda",Thomas J. Nixon,Alameda
45,"Superior Court of California, County of Alameda",Yolanda Neill Northridge,Alameda
46,"Superior Court of California, County of Alameda",Scott D. Patton,Alameda
47,"Superior Court of California, County of Alameda",Ioana Petrou,Alameda
48,"Superior Court of California, County of Alameda",Stephen M. Pulido,Alameda
49,"Superior Court of California, County of Alameda",Thomas Matthew Reardon,Alameda
50,"Superior Court of California, County of Alameda",James R. Reilly,Alameda
51,"Superior Court of California, County of Alameda",Gloria F. Rhynes,Alameda
52,"Superior Court of California, County of Alameda",Victor A. Rodriguez,Alameda
53,"Superior Court of California, County of Alameda",Frank Roesch,Alameda
54,"Superior Court of California, County of Alameda",Thomas C. Rogers,Alameda
55,"Superior Court of California, County of Alameda",Jon R. Rolefson,Alameda
56,"Superior Court of California, County of Alameda",Richard L. Seabolt,Alameda
57,"Superior Court of California, County of Alameda",Amy L. Sekany,Alameda
58,"Superior Court of California, County of Alameda",Brad Seligman,Alameda
59,"Superior Court of California, County of Alameda",Charles A. Smiley III,Alameda
60,"Superior Court of California, County of Alameda",Winifred Younge Smith,Alameda
61,"Superior Court of California, County of Alameda",Julia Spain,Alameda
62,"Superior Court of California, County of Alameda",Andrew A. Steckler,Alameda
63,"Superior Court of California, County of Alameda",Thomas E. Stevens,Alameda
64,"Superior Court of California, County of Alameda",Gregory A. Syren,Alameda
65,"Superior Court of California, County of Alameda",Trina Thompson,Alameda
66,"Superior Court of California, County of Alameda",Delia Trevino,Alameda
67,"Superior Court of California, County of Alameda",Jenna M. Whitman,Alameda
68,"Superior Court of California, County of Alameda",Noel Wise,Alameda
69,"Superior Court of California, County of Alameda",Patrick J. Zika,Alameda
70,"Superior Court of California, County of Alpine",Thomas D. Kolpacoff,Alpine
71,"Superior Court of California, County of Alpine",Richard D. Meyer,Alpine
72,"Superior Court of California, County of Amador",Renee C. Day,Amador
73,"Superior Court of California, County of Amador",Steve Hermanson,Amador
74,"Superior Court of California, County of Butte",Stephen E. Benson,Butte
75,"Superior Court of California, County of Butte",Michael P. Candela,Butte
76,"Superior Court of California, County of Butte",Michael R. Deems,Butte
77,"Superior Court of California, County of Butte",Robert A. Glusman,Butte
78,"Superior Court of California, County of Butte",Clare Keithley,Butte
79,"Superior Court of California, County of Butte",Kristen A. Lucena,Butte
80,"Superior Court of California, County of Butte",Sandra L. McLean,Butte
81,"Superior Court of California, County of Butte",Kimberly Merrifield,Butte
82,"Superior Court of California, County of Butte",Tamara L. Mosbarger,Butte
83,"Superior Court of California, County of Butte",Barbara L. Roberts,Butte
84,"Superior Court of California, County of Butte",Jesus A. Rodriguez,Butte
85,"Superior Court of California, County of Calaveras",Timothy S. Healy,Calaveras
86,"Superior Court of California, County of Calaveras",David Sanders,Calaveras
87,"Superior Court of California, County of Colusa",Elizabeth Ufkes Olivera,Colusa
88,"Superior Court of California, County of Colusa",Jeffrey A. Thompson,Colusa
89,"Superior Court of California, County of Contra Costa",Steven K. Austin,Contra Costa
90,"Superior Court of California, County of Contra Costa",Barry Baskin,Contra Costa
91,"Superior Court of California, County of Contra Costa",Christopher R. Bowen,Contra Costa
92,"Superior Court of California, County of Contra Costa",Laurel S. Brady (Lindenbaum),Contra Costa
93,"Superior Court of California, County of Contra Costa",Charles B. Burch,Contra Costa
94,"Superior Court of California, County of Contra Costa",Theresa J. Canepa,Contra Costa
95,"Superior Court of California, County of Contra Costa",John C. Cope,Contra Costa
96,"Superior Court of California, County of Contra Costa",Judith S. Craddick,Contra Costa
97,"Superior Court of California, County of Contra Costa",Lewis A. Davis,Contra Costa
98,"Superior Court of California, County of Contra Costa",Danielle K. Douglas,Contra Costa
99,"Superior Court of California, County of Contra Costa",Jill C. Fannin,Contra Costa
100,"Superior Court of California, County of Contra Costa",Susanne M. Fenstermacher,Contra Costa
101,"Superior Court of California, County of Contra Costa",Virginia M. George,Contra Costa
102,"Superior Court of California, County of Contra Costa",David E. Goldstein,Contra Costa
103,"Superior Court of California, County of Contra Costa",Lois Haight,Contra Costa
104,"Superior Court of California, County of Contra Costa",Rebecca C. Hardie,Contra Costa
105,"Superior Court of California, County of Contra Costa",Brian F. Haynes,Contra Costa
106,"Superior Court of California, County of Contra Costa",Barbara C. Hinton,Contra Costa
107,"Superior Court of California, County of Contra Costa",Joni T. Hiramoto,Contra Costa
108,"Superior Court of California, County of Contra Costa",Judy Johnson,Contra Costa
109,"Superior Court of California, County of Contra Costa",John William Kennedy,Contra Costa
110,"Superior Court of California, County of Contra Costa",John T. Laettner,Contra Costa
111,"Superior Court of California, County of Contra Costa",Leslie G. Landau,Contra Costa
112,"Superior Court of California, County of Contra Costa",Linda Lye,Contra Costa
113,"Superior Court of California, County of Contra Costa",Clare M. Maier,Contra Costa
114,"Superior Court of California, County of Contra Costa",Leonard E. Marquez,Contra Costa
115,"Superior Court of California, County of Contra Costa",Cheryl Mills,Contra Costa
116,"Superior Court of California, County of Contra Costa",Terri A. Mockler,Contra Costa
117,"Superior Court of California, County of Contra Costa",Mary Ann O'Malley,Contra Costa
118,"Superior Court of California, County of Contra Costa",Benjamin T Reyes II,Contra Costa
119,"Superior Court of California, County of Contra Costa",Wade M Rhyne,Contra Costa
120,"Superior Court of California, County of Contra Costa",Anita L. Santos,Contra Costa
121,"Superior Court of California, County of Contra Costa",Patricia M. Scanlon,Contra Costa
122,"Superior Court of California, County of Contra Costa",Nancy Davis Stark,Contra Costa
123,"Superior Court of California, County of Contra Costa",John H. Sugiyama,Contra Costa
124,"Superior Court of California, County of Contra Costa",Charles S. Treat,Contra Costa
125,"Superior Court of California, County of Contra Costa",Edward G. Weil,Contra Costa
126,"Superior Court of California, County of Del Norte",Robert F. Cochran,Del Norte
127,"Superior Court of California, County of Del Norte",William H. Follett,Del Norte
128,"Superior Court of California, County of Del Norte",Darren McElfresh,Del Norte
129,"Superior Court of California, County of El Dorado",Vicki Ashworth,El Dorado
130,"Superior Court of California, County of El Dorado",Suzanne N. Kingsbury,El Dorado
131,"Superior Court of California, County of El Dorado",Michael J. McLaughlin,El Dorado
132,"Superior Court of California, County of El Dorado",Kenneth J. Melikian,El Dorado
133,"Superior Court of California, County of El Dorado",Jamie L. Pesce,El Dorado
134,"Superior Court of California, County of El Dorado",Mark A. Ralphs,El Dorado
135,"Superior Court of California, County of El Dorado",Warren C. Stracener,El Dorado
136,"Superior Court of California, County of El Dorado",Dylan M. Sullivan,El Dorado
137,"Superior Court of California, County of Fresno",Glenda S. Allen-Hill,Fresno
138,"Superior Court of California, County of Fresno",F. Brian Alvarez,Fresno
139,"Superior Court of California, County of Fresno",Brian M. Arax,Fresno
140,"Superior Court of California, County of Fresno",Donald S. Black,Fresno
141,"Superior Court of California, County of Fresno",Jane Cardoza,Fresno
142,"Superior Court of California, County of Fresno",Hilary A. Chittick,Fresno
143,"Superior Court of California, County of Fresno",Jonathan B. Conklin,Fresno
144,"Superior Court of California, County of Fresno",Adolfo M. Corona,Fresno
145,"Superior Court of California, County of Fresno",Mark E. Cullers,Fresno
146,"Superior Court of California, County of Fresno",Kristi Culver Kapetan,Fresno
147,"Superior Court of California, County of Fresno",Ana I. de Alba,Fresno
148,"Superior Court of California, County of Fresno",Monica R. Diaz,Fresno
149,"Superior Court of California, County of Fresno",Mary Dolas,Fresno
150,"Superior Court of California, County of Fresno",Gregory T. Fain,Fresno
151,"Superior Court of California, County of Fresno",Kimberly A. Gaab,Fresno
152,"Superior Court of California, County of Fresno",Lisa M. Gamoian,Fresno
153,"Superior Court of California, County of Fresno",David Andrew Gottlieb,Fresno
154,"Superior Court of California, County of Fresno",Amy K. Guerra,Fresno
155,"Superior Court of California, County of Fresno","Jeffrey Y. Hamilton, Jr.",Fresno
156,"Superior Court of California, County of Fresno",W. Kent Hamlin,Fresno
157,"Superior Court of California, County of Fresno",Arlan L. Harrell,Fresno
158,"Superior Court of California, County of Fresno","Alvin M. Harrell, III",Fresno
159,"Superior Court of California, County of Fresno",Gary D. Hoff,Fresno
160,"Superior Court of California, County of Fresno",Michael G. Idiart,Fresno
161,"Superior Court of California, County of Fresno",David C. Kalemkarian,Fresno
162,"Superior Court of California, County of Fresno",Timothy A. Kams,Fresno
163,"Superior Court of California, County of Fresno",Jon N. Kapetan,Fresno
164,"Superior Court of California, County of Fresno",Debra J. Kazanjian,Fresno
165,"Superior Court of California, County of Fresno",James A. Kelley,Fresno
166,"Superior Court of California, County of Fresno",Robert Mangano,Fresno
167,"Superior Court of California, County of Fresno",Rosemary T. McGuire,Fresno
168,"Superior Court of California, County of Fresno",Kimberly J. Nystrom-Geist,Fresno
169,"Superior Court of California, County of Fresno",Gary R. Orozco,Fresno
170,"Superior Court of California, County of Fresno",Don Penner,Fresno
171,"Superior Court of California, County of Fresno",Dennis A. Peterson,Fresno
172,"Superior Court of California, County of Fresno",James Petrucelli,Fresno
173,"Superior Court of California, County of Fresno",Houry A. Sanderson,Fresno
174,"Superior Court of California, County of Fresno","Edward Sarkisian, Jr.",Fresno
175,"Superior Court of California, County of Fresno",Alan M. Simpson,Fresno
176,"Superior Court of California, County of Fresno",Jonathan M. Skiles,Fresno
177,"Superior Court of California, County of Fresno",William Terrence,Fresno
178,"Superior Court of California, County of Fresno",D. Tyler Tharpe,Fresno
179,"Superior Court of California, County of Fresno",John F. Vogt,Fresno
180,"Superior Court of California, County of Fresno",Denise Lee Whitehead,Fresno
181,"Superior Court of California, County of Fresno",Francine Zepeda,Fresno
182,"Superior Court of California, County of Glenn",Donald Cole Byrd,Glenn
183,"Superior Court of California, County of Glenn",Alicia R. Ekland,Glenn
184,"Superior Court of California, County of Humboldt",Timothy Canning,Humboldt
185,"Superior Court of California, County of Humboldt",Kaleb V. Cockrum,Humboldt
186,"Superior Court of California, County of Humboldt",Gregory J. Elvine-Kreis,Humboldt
187,"Superior Court of California, County of Humboldt",Joyce D. Hinrichs,Humboldt
188,"Superior Court of California, County of Humboldt",Kelly L. Neel,Humboldt
189,"Superior Court of California, County of Humboldt",Christopher G. Wilson,Humboldt
190,"Superior Court of California, County of Imperial",Diane B. Altamirano,Imperial
191,"Superior Court of California, County of Imperial",L. Brooks Anderholt,Imperial
192,"Superior Court of California, County of Imperial",Eran Marie Bermudez,Imperial
193,"Superior Court of California, County of Imperial","Poli Flores, Jr.",Imperial
194,"Superior Court of California, County of Imperial",Jeffrey Bruce Jones,Imperial
195,"Superior Court of California, County of Imperial",William D. Lehman,Imperial
196,"Superior Court of California, County of Imperial",Marco D. Nunez,Imperial
197,"Superior Court of California, County of Imperial",Christopher J. Plourd,Imperial
198,"Superior Court of California, County of Imperial",William D. Quan,Imperial
199,"Superior Court of California, County of Imperial",Juan Ulloa,Imperial
200,"Superior Court of California, County of Inyo",Brian Lamb,Inyo
201,"Superior Court of California, County of Inyo",Stephen M. Place,Inyo
202,"Superior Court of California, County of Kern",Jose R. Benavides,Kern
203,"Superior Court of California, County of Kern",Eric Bradshaw,Kern
204,"Superior Court of California, County of Kern",Charles R. Brehmer,Kern
205,"Superior Court of California, County of Kern",John R. Brownlee,Kern
206,"Superior Court of California, County of Kern",Lorna H. Brumfield,Kern
207,"Superior Court of California, County of Kern",Michael G. Bush,Kern
208,"Superior Court of California, County of Kern",Marcos R. Camacho,Kern
209,"Superior Court of California, County of Kern",Gloria J Cannon,Kern
210,"Superior Court of California, County of Kern",Thomas S. Clark,Kern
211,"Superior Court of California, County of Kern",Michael E. Dellostritto,Kern
212,"Superior Court of California, County of Kern",Judith K. Dulcich,Kern
213,"Superior Court of California, County of Kern",John L. Fielder,Kern
214,"Superior Court of California, County of Kern",Therese M. Foley,Kern
215,"Superior Court of California, County of Kern",Susan M. Gill,Kern
216,"Superior Court of California, County of Kern",Kenneth Green,Kern
217,"Superior Court of California, County of Kern",Colette M. Humphrey,Kern
218,"Superior Court of California, County of Kern",Steven M. Katz,Kern
219,"Superior Court of California, County of Kern",David R. Lampe,Kern
220,"Superior Court of California, County of Kern",John W. Lua,Kern
221,"Superior Court of California, County of Kern",Raymonda B. Marquez,Kern
222,"Superior Court of California, County of Kern",Brian M. McNamara,Kern
223,"Superior Court of California, County of Kern",John D. Oglesby,Kern
224,"Superior Court of California, County of Kern",Tiffany Organ-Bowles,Kern
225,"Superior Court of California, County of Kern",Craig Phillips,Kern
226,"Superior Court of California, County of Kern",Kenneth G. Pritchard,Kern
227,"Superior Court of California, County of Kern",Gregory A. Pulskamp,Kern
228,"Superior Court of California, County of Kern",Stephen D. Schuett,Kern
229,"Superior Court of California, County of Kern",John S. Somers,Kern
230,"Superior Court of California, County of Kern",Bryan K. Stainfield,Kern
231,"Superior Court of California, County of Kern",Robert S. Tafoya,Kern
232,"Superior Court of California, County of Kern",Kenneth C. Twisselman II,Kern
233,"Superior Court of California, County of Kern",Louie L. Vega,Kern
234,"Superior Court of California, County of Kern",David Wolf,Kern
235,"Superior Court of California, County of Kern",Ralph W. Wyatt,Kern
236,"Superior Court of California, County of Kern",David R. Zulfa,Kern
237,"Superior Court of California, County of Kings",Steven D. Barnes,Kings
238,"Superior Court of California, County of Kings",Robert S. Burns,Kings
239,"Superior Court of California, County of Kings",Valerie R. Chrissakis,Kings
240,"Superior Court of California, County of Kings",Kathy Ciuffini,Kings
241,"Superior Court of California, County of Kings",Randy L. Edwards,Kings
242,"Superior Court of California, County of Kings",Jennifer Lee Giuliani,Kings
243,"Superior Court of California, County of Kings",Michael J. Reinhart,Kings
244,"Superior Court of California, County of Kings",Donna L. Tarter,Kings
245,"Superior Court of California, County of Lake",Andrew S. Blum,Lake
246,"Superior Court of California, County of Lake",Shanda Harry,Lake
247,"Superior Court of California, County of Lake",Stephen Owen Hedstrom,Lake
248,"Superior Court of California, County of Lake",Michael S. Lunas,Lake
249,"Superior Court of California, County of Lake",J. David Markham,Lake
250,"Superior Court of California, County of Lassen",Tony R. Mallery,Lassen
